"TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","PARENT1","TRAVTIME","CAR_USE","TIF","RED_CAR","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","INCOME","HOME_VAL","BLUEBOOK","OLDCLAIM","MSTATUS","SEX","EDUCATION","JOB","CAR_TYPE","URBANICITY"
1,6573,0,35,2,11,"Yes",5,"Commercial",1,"yes",0,"No",2,1,69943,0,11990,0,"No","M","High School","Blue Collar","Pickup","Highly Urban/ Urban"
0,0,0,35,0,11,"No",66,"Private",8,"no",0,"No",3,19,88298,246895,24240,0,"No","F","Bachelors","Manager","Pickup","Highly Urban/ Urban"
0,0,0,47,0,11,"No",62,"Private",7,"no",0,"No",2,22,2916,92800,23720,0,"Yes","F","Masters","Home Maker","Van","Highly Rural/ Rural"
0,0,0,40,1,13,"No",35,"Commercial",4,"no",0,"Yes",0,8,42507,146606,5500,0,"Yes","F","High School","Blue Collar","SUV","Highly Rural/ Rural"
1,4348,1,39,1,12,"No",38,"Private",6,"no",2,"No",0,11,39643,218195,22810,6656,"Yes","M","Bachelors","Clerical","Minivan","Highly Urban/ Urban"
1,3931,1,39,2,11,"No",52,"Private",1,"no",0,"No",1,1,43971,186086,16540,0,"Yes","F","High School","Blue Collar","Minivan","Highly Urban/ Urban"
0,0,0,63,0,14,"No",28,"Commercial",17,"yes",1,"No",0,8,106372,344365,35140,3679,"Yes","M","Bachelors","Blue Collar","Pickup","Highly Urban/ Urban"
0,0,0,45,1,13,"Yes",44,"Private",4,"no",3,"No",5,16,66508,0,20120,19698,"No","F","Bachelors","Clerical","Minivan","Highly Urban/ Urban"
0,0,0,31,4,11,"No",26,"Private",6,"no",0,"No",5,6,33483,114256,11690,0,"Yes","F","High School","Clerical","SUV","Highly Rural/ Rural"
0,0,0,51,0,12,"No",23,"Private",4,"no",0,"No",0,6,37611,153346,1500,0,"Yes","F","High School","Blue Collar","Sports Car","Highly Urban/ Urban"
0,0,0,53,0,7,"No",25,"Private",1,"no",0,"No",0,1,98678,268734,11650,0,"Yes","F","Bachelors","Blue Collar","SUV","Highly Rural/ Rural"
0,0,0,52,0,10,"No",29,"Private",1,"no",0,"Yes",0,14,55891,161160,17400,0,"Yes","M","Masters","Lawyer","Van","Highly Urban/ Urban"
0,0,0,46,0,10,"No",26,"Private",6,"yes",0,"Yes",0,11,82996,240689,14400,0,"Yes","M","Masters","Lawyer","Minivan","Highly Urban/ Urban"
0,0,0,49,0,12,"No",30,"Private",1,"no",0,"No",1,NA,91922,262101,15590,0,"Yes","M","Bachelors","Professional","Minivan","Highly Urban/ Urban"
0,0,0,61,0,10,"No",36,"Private",1,"yes",0,"No",0,16,106108,0,25320,0,"No","M","Masters","Manager","Pickup","Highly Urban/ Urban"
0,0,0,57,0,11,"No",12,"Private",10,"no",0,"No",0,9,161208,408578,15440,0,"Yes","M","Masters","","Minivan","Highly Urban/ Urban"
0,0,1,45,1,12,"No",24,"Private",4,"no",1,"No",3,12,67218,245505,28290,2581,"Yes","F","Masters","Lawyer","Minivan","Highly Urban/ Urban"
1,3397,0,25,2,14,"No",55,"Private",15,"yes",2,"No",7,1,18159,87400,15360,5117,"Yes","M","High School","Clerical","Minivan","Highly Urban/ Urban"
1,7481,0,47,0,11,"No",22,"Private",6,"no",2,"Yes",0,5,28163,126125,4320,17368,"No","F","<High School","Clerical","Sports Car","Highly Urban/ Urban"
0,0,0,38,3,16,"No",35,"Private",4,"no",0,"No",1,9,57371,251268,7100,0,"Yes","F","Bachelors","Clerical","Sports Car","Highly Rural/ Rural"
1,3666.5419524,0,55,0,13,"No",40,"Commercial",8,"no",1,"No",7,1,56227,211232,7000,6552,"Yes","F","High School","Blue Collar","SUV","Highly Urban/ Urban"
0,0,0,50,0,13,"No",55,"Private",3,"no",0,"No",0,5,21642,0,8660,0,"No","F","<High School","Blue Collar","SUV","Highly Rural/ Rural"
1,8615,1,41,2,10,"No",34,"Commercial",7,"yes",2,"Yes",4,18,119354,309520,5600,38312,"Yes","M","Masters","","Pickup","Highly Urban/ Urban"
0,0,0,47,0,10,"No",32,"Private",13,"no",0,"No",0,1,28129,162420,11030,0,"Yes","F","High School","Clerical","SUV","Highly Rural/ Rural"
0,0,0,47,0,11,"No",25,"Commercial",4,"yes",2,"No",1,1,56256,209158,11830,1381,"Yes","M","High School","Blue Collar","Minivan","Highly Urban/ Urban"
1,8195.4983567,0,40,0,8,"No",65,"Private",1,"no",3,"No",4,9,20753,165464,8570,3068,"No","F","High School","Clerical","Sports Car","Highly Urban/ Urban"
1,1973,0,48,0,0,"No",12,"Private",4,"no",2,"No",3,14,0,161160,15610,5316,"Yes","F","PhD","Home Maker","Sports Car","Highly Urban/ Urban"
0,0,0,53,0,11,"No",24,"Private",1,"no",1,"No",1,NA,73849,0,13350,10816,"No","F","PhD","Doctor","Sports Car","Highly Urban/ Urban"
0,0,0,37,0,12,"No",32,"Private",1,"yes",0,"No",0,9,85292,227344,13730,0,"Yes","M","Bachelors","Manager","Minivan","Highly Urban/ Urban"
0,0,2,47,0,10,"No",27,"Commercial",4,"no",0,"No",1,7,45023,204371,11440,0,"Yes","F","High School","Professional","Pickup","Highly Urban/ Urban"
0,0,1,44,2,14,"No",27,"Private",10,"no",0,"No",0,1,8928,61306,6790,0,"Yes","F","High School","Home Maker","SUV","Highly Urban/ Urban"
0,0,0,68,0,14,"No",20,"Private",4,"no",2,"No",4,13,50096,247477,11040,5209,"Yes","F","Masters","Lawyer","Sports Car","Highly Urban/ Urban"
0,0,0,56,0,14,"No",19,"Private",1,"no",0,"No",0,15,54028,238812,14160,0,"Yes","F","Bachelors","Professional","Minivan","Highly Urban/ Urban"
0,0,0,45,2,14,"No",23,"Private",13,"no",0,"No",0,1,54028,162478,19450,0,"Yes","F","Bachelors","Manager","SUV","Highly Urban/ Urban"
0,0,0,50,0,13,"No",44,"Commercial",10,"no",2,"Yes",5,11,54873,217398,16840,29181,"Yes","F","High School","Blue Collar","SUV","Highly Urban/ Urban"
0,0,0,49,0,11,"No",44,"Private",1,"no",0,"No",0,8,97623,277348,16160,0,"Yes","M","Bachelors","Professional","Minivan","Highly Rural/ Rural"
0,0,0,28,5,16,"No",39,"Private",11,"no",4,"Yes",0,3,32509,149827,21200,11240,"Yes","F","<High School","Clerical","Minivan","Highly Urban/ Urban"
0,0,0,32,0,12,"No",11,"Private",6,"no",0,"No",0,7,23504,86581,12770,0,"Yes","F","High School","Clerical","Minivan","Highly Urban/ Urban"
0,0,0,37,1,14,"No",34,"Commercial",3,"no",0,"No",1,1,24736,125297,29620,0,"Yes","F","High School","Blue Collar","Minivan","Highly Rural/ Rural"
0,0,0,52,0,13,"No",13,"Commercial",13,"yes",0,"No",0,11,49010,212621,14670,0,"Yes","M","Bachelors","Blue Collar","Minivan","Highly Urban/ Urban"
1,4090,0,39,0,8,"No",55,"Commercial",16,"no",4,"No",6,18,52589,0,25580,4823,"No","F","PhD","","Pickup","Highly Urban/ Urban"
0,0,0,56,0,11,"No",28,"Private",13,"no",0,"No",0,14,98830,313286,11380,0,"Yes","F","Bachelors","Manager","Sports Car","Highly Urban/ Urban"
0,0,0,51,0,11,"No",12,"Private",7,"yes",0,"No",0,9,139745,400399,21220,0,"No","M","PhD","Doctor","Van","Highly Urban/ Urban"
1,5152,0,43,0,11,"No",33,"Commercial",4,"no",0,"No",2,6,79388,161160,13740,0,"Yes","F","Bachelors","Blue Collar","Minivan","Highly Urban/ Urban"
1,1381,0,54,0,10,"No",44,"Commercial",1,"yes",4,"No",3,7,122773,0,7590,5517,"No","M","Bachelors","Professional","Pickup","Highly Urban/ Urban"
0,0,0,34,1,14,"No",54,"Commercial",4,"no",1,"No",0,11,54028,0,5720,4005,"Yes","F","Bachelors","Student","SUV","Highly Urban/ Urban"
0,0,0,51,0,13,"No",20,"Private",4,"no",0,"No",2,8,68245,235648,1530,0,"Yes","M","Bachelors","Professional","Minivan","Highly Urban/ Urban"
0,0,0,30,1,10,"Yes",9,"Private",9,"no",0,"No",0,NA,18721,0,20650,0,"No","F","<High School","Clerical","SUV","Highly Rural/ Rural"
1,2097,0,48,0,11,"No",31,"Commercial",4,"no",0,"Yes",0,20,144922,0,33290,0,"No","M","Masters","","Panel Truck","Highly Urban/ Urban"
0,0,2,39,2,11,"Yes",35,"Private",6,"yes",0,"No",0,1,138,0,7550,0,"No","M","<High School","Student","Pickup","Highly Rural/ Rural"
0,0,0,59,0,15,"No",22,"Commercial",1,"no",0,"No",4,9,43118,173745,25060,0,"Yes","F","High School","Blue Collar","Sports Car","Highly Rural/ Rural"
1,10957.504295,1,41,2,13,"Yes",51,"Commercial",1,"no",0,"Yes",4,8,65885,0,12190,0,"No","F","High School","Blue Collar","SUV","Highly Urban/ Urban"
1,2007,0,57,0,8,"No",37,"Private",1,"no",1,"No",6,1,38253,208139,9690,4588,"No","F","High School","Manager","SUV","Highly Urban/ Urban"
1,2487,2,37,2,10,"Yes",35,"Private",3,"no",3,"No",1,12,107937,297539,19130,5730,"No","F","Masters","Lawyer","SUV","Highly Urban/ Urban"
0,0,0,52,0,9,"No",17,"Commercial",4,"yes",1,"No",7,5,22658,96532,30450,5369,"Yes","M","<High School","Clerical","Panel Truck","Highly Urban/ Urban"
0,0,0,50,0,13,"No",23,"Private",10,"no",4,"No",7,1,40854,136186,12490,5928,"Yes","F","High School","Professional","Minivan","Highly Urban/ Urban"
0,0,0,48,0,11,"No",51,"Commercial",10,"no",0,"No",2,11,98569,271115,16550,0,"Yes","M","Bachelors","Blue Collar","Van","Highly Urban/ Urban"
0,0,2,41,3,16,"Yes",40,"Private",1,"no",0,"No",3,1,9836,0,27910,0,"No","F","High School","Home Maker","SUV","Highly Urban/ Urban"
0,0,0,52,0,11,"No",19,"Private",1,"yes",0,"Yes",2,7,51446,194928,13330,0,"Yes","M","High School","Manager","Minivan","Highly Urban/ Urban"
1,12023.802389,0,47,0,14,"No",56,"Private",3,"yes",0,"No",0,12,66524,0,12850,0,"No","M","Bachelors","Professional","Minivan","Highly Urban/ Urban"
0,0,0,55,0,17,"No",17,"Private",4,"no",0,"No",0,11,74027,292979,9740,0,"Yes","F","Masters","Lawyer","SUV","Highly Urban/ Urban"
0,0,0,50,0,12,"No",10,"Private",4,"no",2,"No",5,21,46269,145691,19450,5109,"Yes","F","Masters","Professional","Pickup","Highly Urban/ Urban"
0,0,0,61,0,14,"No",28,"Private",13,"no",1,"No",2,20,62063,233201,14440,4641,"Yes","F","Masters","Lawyer","Sports Car","Highly Urban/ Urban"
1,5212,0,53,0,11,"No",8,"Private",6,"no",0,"No",2,1,30319,175890,6800,0,"No","F","High School","Professional","SUV","Highly Urban/ Urban"
1,1869,0,49,0,0,"No",69,"Commercial",1,"yes",3,"No",7,1,0,87080,6400,5032,"Yes","M","High School","Student","Pickup","Highly Urban/ Urban"
0,0,0,55,0,9,"No",51,"Commercial",6,"yes",3,"No",5,11,70628,0,18290,5493,"No","M","Bachelors","Professional","Van","Highly Urban/ Urban"
0,0,0,51,0,8,"No",51,"Commercial",11,"no",2,"No",5,17,57906,201076,25780,10019,"Yes","F","Bachelors","Blue Collar","Minivan","Highly Urban/ Urban"
1,731.30383662,0,51,0,11,"No",49,"Private",6,"yes",3,"Yes",2,7,38668,0,1500,31344,"No","M","Bachelors","Clerical","Minivan","Highly Rural/ Rural"
0,0,0,39,0,10,"No",29,"Private",13,"no",0,"No",4,9,58544,215542,26050,0,"No","F","Bachelors","Professional","Minivan","Highly Rural/ Rural"
0,0,1,40,3,15,"No",48,"Private",4,"yes",0,"No",3,6,2660,0,5770,0,"Yes","M","<High School","Student","Pickup","Highly Rural/ Rural"
0,0,0,37,0,15,"No",55,"Private",7,"no",0,"No",1,10,54416,186564,15800,0,"No","F","Masters","Lawyer","SUV","Highly Urban/ Urban"
1,4042,0,44,0,13,"No",38,"Private",1,"no",0,"No",0,1,69236,266489,5800,0,"Yes","F","High School","Blue Collar","Sports Car","Highly Urban/ Urban"
1,5441,0,39,3,15,"Yes",25,"Commercial",11,"no",1,"No",3,8,12854,0,12800,2452,"No","F","<High School","Student","SUV","Highly Rural/ Rural"
0,0,0,51,0,15,"No",25,"Private",1,"no",0,"No",0,NA,68128,200577,13410,0,"Yes","M","Masters","Lawyer","Minivan","Highly Urban/ Urban"
0,0,0,41,0,8,"No",37,"Commercial",1,"no",0,"No",0,1,36807,0,11030,0,"No","M","<High School","Blue Collar","Pickup","Highly Rural/ Rural"
1,6415,0,40,0,0,"No",31,"Private",15,"no",2,"No",3,13,0,0,7470,9603,"No","F","Bachelors","Home Maker","SUV","Highly Urban/ Urban"
0,0,0,33,3,11,"Yes",27,"Commercial",4,"no",0,"No",0,9,95584,265755,24610,0,"No","F","Bachelors","Blue Collar","Pickup","Highly Rural/ Rural"
0,0,0,35,0,12,"No",28,"Private",4,"yes",0,"No",1,6,78582,185020,12860,0,"Yes","M","Bachelors","Manager","Minivan","Highly Urban/ Urban"
0,0,0,55,0,5,"No",10,"Private",7,"no",0,"No",0,1,30028,161160,9430,0,"Yes","F","High School","Clerical","SUV","Highly Rural/ Rural"
1,3510,0,56,0,0,"No",32,"Private",1,"no",0,"No",1,10,54028,100226,1500,0,"Yes","F","Bachelors","Home Maker","SUV","Highly Urban/ Urban"
1,8351,0,35,0,7,"No",88,"Commercial",1,"yes",0,"No",0,12,64379,0,15030,0,"No","M","Bachelors","Blue Collar","Minivan","Highly Rural/ Rural"
1,1221,0,45,0,0,"No",40,"Private",1,"no",3,"No",1,11,0,70067,6000,3373,"No","F","Bachelors","Home Maker","SUV","Highly Urban/ Urban"
1,3419,0,33,2,14,"Yes",51,"Commercial",1,"no",2,"No",0,6,82407,0,4600,1794,"No","M","High School","Blue Collar","Pickup","Highly Urban/ Urban"
0,0,0,48,0,12,"No",31,"Private",9,"no",2,"No",1,8,54028,247618,14040,1065,"No","M","Bachelors","Manager","Minivan","Highly Urban/ Urban"
1,3547.9192947,1,54,1,7,"No",34,"Private",10,"no",5,"No",1,17,64155,221443,13320,7884,"Yes","F","Bachelors","Professional","SUV","Highly Urban/ Urban"
0,0,0,46,0,7,"No",9,"Private",1,"no",0,"No",2,6,44358,169297,10540,0,"Yes","F","<High School","Clerical","SUV","Highly Rural/ Rural"
0,0,0,42,2,0,"Yes",49,"Commercial",1,"no",1,"Yes",0,7,0,0,24600,48684,"No","M","<High School","Student","Panel Truck","Highly Rural/ Rural"
0,0,0,48,0,12,"No",34,"Private",4,"no",0,"No",0,8,64133,243575,7910,0,"No","F","High School","Professional","SUV","Highly Urban/ Urban"
1,3393,2,45,2,16,"No",25,"Commercial",3,"no",0,"Yes",3,11,101470,321990,11840,0,"Yes","F","Bachelors","Blue Collar","SUV","Highly Urban/ Urban"
1,1791.3944575,0,32,4,0,"No",36,"Commercial",10,"yes",0,"No",4,1,0,60950,9150,0,"Yes","M","<High School","Student","Pickup","Highly Urban/ Urban"
1,8097,0,26,1,7,"No",29,"Private",18,"no",0,"No",3,NA,110880,282194,3900,0,"Yes","F","Masters","Manager","SUV","Highly Urban/ Urban"
0,0,0,49,0,10,"No",32,"Private",1,"yes",0,"No",0,13,104462,310893,25630,0,"No","M","Masters","Lawyer","Minivan","Highly Urban/ Urban"
0,0,0,56,0,14,"No",25,"Private",1,"no",0,"No",0,12,142333,360296,21330,0,"Yes","M","Bachelors","Professional","Minivan","Highly Urban/ Urban"
0,0,0,46,0,13,"No",34,"Private",5,"no",0,"No",0,11,54028,168933,12360,0,"Yes","M","Bachelors","Clerical","Minivan","Highly Rural/ Rural"
1,2763,0,37,0,13,"No",47,"Commercial",4,"yes",4,"No",2,11,78341,0,10890,3857,"No","M","Bachelors","Professional","Pickup","Highly Urban/ Urban"
0,0,0,47,0,8,"No",46,"Commercial",9,"yes",0,"No",1,6,94054,291077,6200,0,"Yes","M","Bachelors","Blue Collar","Pickup","Highly Urban/ Urban"
1,6162,0,64,0,14,"No",53,"Private",11,"no",1,"No",0,15,65398,231176,13810,9658,"Yes","F","Masters","Lawyer","Sports Car","Highly Urban/ Urban"
0,0,0,33,1,6,"No",40,"Private",6,"no",0,"No",4,1,28182,122763,7840,0,"Yes","F","High School","Manager","SUV","Highly Urban/ Urban"
0,0,0,42,0,7,"No",36,"Private",17,"no",0,"No",1,4,58460,204259,20230,0,"No","F","<High School","Blue Collar","Minivan","Highly Rural/ Rural"
0,0,0,44,2,10,"No",44,"Private",4,"no",0,"No",1,1,67730,242148,16800,0,"Yes","F","<High School","Blue Collar","Pickup","Highly Rural/ Rural"
1,7531,0,41,0,3,"No",36,"Private",1,"no",2,"Yes",4,21,85545,0,6000,26003,"No","F","Masters","Lawyer","Sports Car","Highly Urban/ Urban"
0,0,1,39,2,11,"No",5,"Private",10,"no",0,"No",0,8,19785,95240,26210,0,"Yes","F","<High School","Blue Collar","Sports Car","Highly Urban/ Urban"
0,0,0,38,3,11,"No",80,"Commercial",4,"no",0,"No",0,9,730,98248,13830,0,"Yes","F","Bachelors","Home Maker","SUV","Highly Rural/ Rural"
1,7563,0,25,5,14,"No",30,"Private",1,"no",2,"Yes",4,7,59896,224977,11780,30213,"Yes","F","Bachelors","Clerical","SUV","Highly Urban/ Urban"
0,0,0,53,0,9,"No",35,"Commercial",3,"yes",0,"No",0,1,21267,0,8930,0,"No","M","High School","Student","Minivan","Highly Rural/ Rural"
1,2188,0,37,0,0,"No",40,"Commercial",1,"no",1,"No",0,8,0,80900,5200,6064,"Yes","F","High School","Student","Sports Car","Highly Urban/ Urban"
1,4435,0,56,0,13,"No",22,"Commercial",1,"no",2,"No",0,17,231004,553221,30200,7092,"Yes","M","PhD","Professional","Panel Truck","Highly Urban/ Urban"
0,0,0,37,0,11,"No",76,"Private",13,"no",1,"Yes",1,17,45147,199373,11470,23588,"Yes","F","Masters","Manager","SUV","Highly Urban/ Urban"
0,0,0,51,0,0,"No",30,"Commercial",4,"no",0,"No",0,8,0,0,19480,0,"Yes","M","High School","Student","Van","Highly Rural/ Rural"
1,4041,0,55,0,14,"No",28,"Private",1,"no",0,"No",0,NA,37523,165342,10750,0,"Yes","F","<High School","Blue Collar","SUV","Highly Urban/ Urban"
0,0,0,50,0,9,"No",36,"Private",7,"yes",0,"No",1,11,154602,0,6500,0,"No","M","Masters","Lawyer","Pickup","Highly Urban/ Urban"
0,0,0,55,0,6,"No",31,"Commercial",13,"no",2,"No",1,8,48509,210146,6400,9009,"Yes","F","High School","Blue Collar","SUV","Highly Urban/ Urban"
1,7008,0,48,0,0,"No",47,"Commercial",17,"no",1,"No",5,10,0,0,7380,4969,"Yes","F","High School","Student","SUV","Highly Urban/ Urban"
0,0,0,51,0,13,"No",37,"Commercial",4,"no",3,"No",5,15,85345,161160,34270,8481,"Yes","M","Masters","","Panel Truck","Highly Urban/ Urban"
0,0,0,50,0,5,"No",40,"Private",6,"no",0,"No",0,11,28299,183581,1500,0,"Yes","F","Bachelors","Home Maker","Sports Car","Highly Urban/ Urban"
0,0,0,53,0,12,"No",13,"Private",4,"yes",2,"No",5,15,58319,206406,12630,4582,"No","M","Masters","Lawyer","Minivan","Highly Urban/ Urban"
0,0,0,52,0,11,"No",38,"Private",6,"no",0,"No",0,15,67096,0,13410,0,"No","F","PhD","Doctor","SUV","Highly Urban/ Urban"
0,0,0,43,0,9,"No",41,"Private",3,"no",0,"No",0,5,87597,244590,12530,0,"Yes","F","Bachelors","Professional","SUV","Highly Rural/ Rural"
0,0,0,57,0,5,"No",39,"Private",4,"no",0,"No",1,1,40864,169993,12820,0,"Yes","F","High School","Clerical","SUV","Highly Rural/ Rural"
1,4804,2,45,4,16,"Yes",14,"Commercial",1,"no",1,"No",3,1,65801,0,16070,7056,"No","F","High School","Blue Collar","SUV","Highly Urban/ Urban"
0,0,0,48,0,12,"No",13,"Private",1,"no",0,"No",0,14,212960,533713,28530,0,"Yes","F","PhD","Doctor","Sports Car","Highly Urban/ Urban"
1,3491,0,35,2,11,"Yes",39,"Private",6,"yes",0,"No",2,9,66452,0,23100,0,"No","M","Bachelors","Manager","Minivan","Highly Urban/ Urban"
0,0,0,49,0,14,"No",50,"Private",1,"yes",0,"No",0,1,54639,0,28140,0,"No","M","<High School","Clerical","Minivan","Highly Rural/ Rural"
0,0,0,47,0,12,"No",21,"Private",1,"no",2,"Yes",1,15,62538,242258,20530,26544,"No","F","Masters","Lawyer","Minivan","Highly Urban/ Urban"
1,3749.3295089,1,60,1,11,"Yes",37,"Commercial",4,"no",0,"No",1,5,35120,0,17700,0,"No","M","<High School","Manager","Van","Highly Urban/ Urban"
1,4876,0,46,0,7,"No",24,"Commercial",6,"no",0,"No",4,1,37192,139612,6100,0,"Yes","M","High School","Professional","Pickup","Highly Urban/ Urban"
0,0,0,40,0,10,"No",45,"Private",1,"no",2,"Yes",0,20,61758,0,15220,28003,"No","F","Masters","Lawyer","SUV","Highly Urban/ Urban"
0,0,0,42,1,0,"Yes",64,"Private",1,"no",0,"No",2,6,0,68310,1500,0,"No","F","<High School","Home Maker","Sports Car","Highly Rural/ Rural"
0,0,0,41,0,8,"No",5,"Commercial",9,"no",0,"No",4,9,104436,304883,26970,0,"Yes","F","Bachelors","Manager","Pickup","Highly Urban/ Urban"
1,3674,0,53,0,0,"No",28,"Commercial",7,"no",3,"Yes",0,NA,0,0,18070,20773,"No","F","High School","Home Maker","Pickup","Highly Urban/ Urban"
0,0,2,45,2,13,"No",18,"Private",6,"yes",1,"No",7,1,33464,153488,6000,2883,"Yes","M","High School","Clerical","Pickup","Highly Urban/ Urban"
0,0,0,44,0,15,"No",40,"Private",1,"no",2,"No",5,8,30242,160824,8920,45823,"Yes","M","Bachelors","Clerical","Minivan","Highly Urban/ Urban"
0,0,0,39,0,12,"No",8,"Private",4,"no",0,"No",0,6,33997,123850,22520,0,"Yes","F","<High School","Blue Collar","Pickup","Highly Urban/ Urban"
0,0,0,48,0,12,"No",51,"Private",3,"yes",0,"No",0,1,54028,0,12100,0,"No","M","High School","Clerical","Pickup","Highly Rural/ Rural"
1,3172,0,58,1,0,"Yes",51,"Private",1,"yes",4,"No",9,1,0,0,13140,5696,"No","M","High School","Student","Minivan","Highly Urban/ Urban"
0,0,0,51,0,7,"No",22,"Private",6,"no",1,"No",0,18,133425,361561,19940,4434,"Yes","F","PhD","Doctor","Minivan","Highly Urban/ Urban"
0,0,1,39,2,14,"No",7,"Commercial",6,"yes",0,"Yes",3,6,30600,171976,12760,0,"Yes","M","<High School","Blue Collar","Minivan","Highly Rural/ Rural"
0,0,0,64,0,15,"No",35,"Private",13,"no",0,"No",1,1,56744,161160,8810,0,"Yes","F","Masters","Lawyer","Sports Car","Highly Urban/ Urban"
0,0,0,44,1,7,"Yes",5,"Private",1,"no",0,"Yes",1,14,109254,0,24150,0,"No","F","Bachelors","Professional","Sports Car","Highly Urban/ Urban"
0,0,0,40,0,12,"No",12,"Commercial",1,"yes",0,"No",1,1,31311,153571,8630,0,"No","M","High School","Blue Collar","Minivan","Highly Rural/ Rural"
0,0,0,39,0,9,"No",59,"Private",1,"no",0,"No",1,8,30394,0,8370,0,"No","F","Bachelors","Clerical","SUV","Highly Rural/ Rural"
1,15018.702533,0,52,0,11,"No",7,"Commercial",1,"yes",0,"No",2,8,41367,198177,10840,0,"Yes","M","High School","Blue Collar","Pickup","Highly Urban/ Urban"
0,0,0,58,0,12,"No",28,"Private",1,"no",0,"No",2,7,195415,161160,26840,0,"Yes","F","PhD","Doctor","Pickup","Highly Urban/ Urban"
0,0,0,44,2,15,"No",35,"Commercial",7,"no",0,"No",1,1,107278,283673,28590,0,"Yes","F","High School","Blue Collar","Minivan","Highly Urban/ Urban"
0,0,0,48,0,10,"No",38,"Private",11,"yes",0,"Yes",1,12,112684,308937,18060,0,"No","M","Masters","Lawyer","Minivan","Highly Urban/ Urban"
1,6059,0,47,0,14,"No",50,"Commercial",1,"no",1,"Yes",2,1,19527,134741,8150,23275,"No","F","High School","Blue Collar","SUV","Highly Urban/ Urban"
0,0,0,47,0,10,"No",29,"Commercial",9,"yes",2,"No",0,1,53564,195598,15420,4608,"Yes","M","High School","Blue Collar","Minivan","Highly Urban/ Urban"
0,0,2,43,3,8,"No",40,"Commercial",10,"yes",0,"Yes",0,9,60860,185719,18240,0,"Yes","M","Bachelors","Blue Collar","Minivan","Highly Urban/ Urban"
1,1519.0838481,0,38,1,9,"Yes",40,"Commercial",10,"yes",0,"Yes",0,1,19122,0,5300,0,"No","M","High School","Professional","Pickup","Highly Urban/ Urban"
0,0,0,69,0,18,"No",71,"Private",1,"no",3,"No",0,19,16122,159132,24500,6364,"Yes","F","Masters","Manager","Sports Car","Highly Urban/ Urban"
1,5270,0,27,3,11,"Yes",16,"Commercial",7,"no",1,"Yes",4,8,0,0,14900,33611,"No","F","Bachelors","Student","SUV","Highly Urban/ Urban"
1,1911,0,49,0,0,"No",16,"Commercial",1,"no",3,"Yes",2,9,0,0,8820,29572,"No","F","Bachelors","Student","Pickup","Highly Urban/ Urban"
0,0,0,38,0,12,"No",36,"Private",11,"no",0,"No",0,13,69618,212888,7510,0,"Yes","F","Bachelors","Professional","SUV","Highly Urban/ Urban"
0,0,0,49,0,7,"No",83,"Private",1,"no",0,"No",0,8,28123,110261,7410,0,"Yes","F","<High School","Clerical","SUV","Highly Rural/ Rural"
0,0,0,52,0,10,"No",25,"Commercial",6,"yes",2,"No",1,6,33933,156362,11630,3764,"Yes","M","High School","Blue Collar","Pickup","Highly Urban/ Urban"
0,0,0,50,0,12,"No",26,"Private",17,"no",0,"No",0,1,41656,165740,10670,0,"Yes","M","<High School","Clerical","Minivan","Highly Rural/ Rural"
0,0,0,33,1,7,"No",24,"Private",4,"no",0,"No",2,NA,85030,290127,23220,0,"Yes","F","Bachelors","Professional","SUV","Highly Urban/ Urban"
0,0,0,55,0,13,"No",43,"Private",3,"no",3,"No",1,7,35594,166691,19760,20437,"No","F","Bachelors","Manager","Pickup","Highly Urban/ Urban"
0,0,0,54,0,12,"No",55,"Private",6,"yes",0,"No",0,1,52722,0,12170,0,"No","M","High School","Professional","Minivan","Highly Urban/ Urban"
0,0,0,56,0,12,"No",31,"Commercial",10,"no",3,"No",2,13,184068,0,27560,5224,"No","M","PhD","","Panel Truck","Highly Urban/ Urban"
0,0,0,47,0,10,"No",31,"Private",17,"no",0,"No",3,19,42474,151397,13790,0,"Yes","F","Masters","Professional","SUV","Highly Urban/ Urban"
0,0,0,53,0,12,"No",33,"Commercial",10,"yes",1,"No",3,1,51435,0,29260,4099,"No","M","High School","Professional","Panel Truck","Highly Urban/ Urban"
1,1756,0,33,1,9,"Yes",33,"Commercial",10,"no",3,"No",5,7,26177,113050,6780,3469,"No","M","High School","Blue Collar","Pickup","Highly Urban/ Urban"
1,3128,0,42,1,11,"No",30,"Private",13,"yes",0,"No",2,7,44955,161808,18790,0,"Yes","M","Bachelors","Professional","Minivan","Highly Urban/ Urban"
0,0,0,49,0,8,"No",17,"Private",9,"no",0,"No",4,10,70135,237554,8510,0,"Yes","F","Bachelors","Manager","SUV","Highly Urban/ Urban"
0,0,0,31,1,11,"Yes",26,"Private",6,"no",0,"No",0,1,17398,0,8550,0,"No","F","High School","Clerical","SUV","Highly Rural/ Rural"
0,0,0,55,0,7,"No",5,"Private",6,"yes",0,"No",0,1,72085,230667,20040,0,"Yes","M","Bachelors","Manager","Van","Highly Urban/ Urban"
1,5761,0,47,0,14,"No",40,"Commercial",7,"no",2,"No",2,14,85183,273069,34380,6308,"Yes","F","Bachelors","Professional","Van","Highly Urban/ Urban"
1,5386,2,61,2,14,"No",28,"Private",7,"yes",3,"No",1,1,36611,172982,8380,1139,"Yes","M","High School","Clerical","SUV","Highly Urban/ Urban"
