"TIF","BLUEBOOK","TRAVTIME","AGE","CAR_AGE","YOJ","INCOME"
4,9990,26,43,9,8,41950
6,8170,18,50,2,12,16667
3,1500,36,42,6,9,43921
11,10350,52,58,11,14,88491
10,10530,5,41,16,11,90320
1,20180,18,45,13,12,117584
10,7310,50,48,21,1,1
1,5800,30,35,19,13,43012
6,11190,46,46,2,11,24527
1,13410,47,53,14,16,66055
6,17050,26,42,10,15,71418
6,8450,20,39,2,13,12333
4,7860,68,39,7,13,24610
10,9200,77,46,8,12,30970
3,13200,54,28,9,6,87053
4,14260,62,42,6,1,1
13,14650,31,51,15,9,80480
1,7140,49,27,8,9,29358
4,5800,60,43,2,16,14816
4,6200,9,47,21,12,126385
6,10010,25,51,2,14,37041
6,7210,31,50,13,16,57071
1,18170,20,28,2,8,31746
4,27010,25,49,15,11,150402
10,29160,17,33,25,12,86322
4,32390,22,53,27,11,37966
10,14010,31,38,7,12,93841
1,31430,13,49,2,14,1202
1,17120,37,36,9,11,14419
13,11820,19,40,6,10,24360
1,11560,51,52,10,14,86757
1,24520,23,42,9,14,48306
4,27770,48,42,12,14,112206
11,14400,23,40,2,12,119245
6,18510,28,57,16,9,134900
1,15940,22,44,2,14,64125
1,11490,5,51,14,13,77031
10,13010,41,66,2,15,23570
10,21860,31,40,7,13,52472
5,14040,63,48,6,12,3903
6,19460,38,32,14,15,81773
4,8320,14,22,6,11,23006
10,11130,29,43,10,15,70030
1,10680,28,30,15,10,61791
1,19510,43,57,2,12,37048
1,26440,37,60,12,11,105601
1,5590,44,53,16,11,58050
4,8210,5,42,7,13,108678
11,17760,38,48,6,14,16924
6,9950,44,50,6,12,22285
1,6400,36,49,16,11,73242
10,13190,46,49,20,12,48216
3,25550,50,45,11,1,1
11,4600,14,31,15,1,1
1,6100,35,42,2,15,44971
1,20610,5,33,8,12,158125
3,17310,79,48,17,11,90045
1,19670,30,29,2,1,1
10,16970,31,53,2,14,30898
4,7200,34,57,14,13,54029
8,15420,10,48,2,11,91246
1,14920,29,37,24,12,135692
1,12240,41,46,12,9,62434
1,9500,61,48,8,11,23589
1,15650,37,52,17,13,54029
4,5100,50,37,2,11,45283
6,13280,23,44,13,13,48289
1,22090,21,40,12,13,101795
1,19700,52,50,8,13,89158
1,13930,28,50,2,12,74971
10,23520,37,33,11,15,54029
4,14280,26,38,11,5,127784
6,25360,53,46,18,13,54029
6,22210,42,29,10,8,31408
14,14000,82,37,2,11,34053
7,7660,52,37,7,11,24623
6,25400,22,46,2,15,50207
4,23170,36,54,2,14,65235
6,3970,22,48,2,13,24672
1,25590,39,42,12,11,73377
3,34990,36,62,2,16,66740
17,12620,27,36,16,13,54029
1,6680,26,45,7,12,26379
2,27790,12,46,11,13,24307
5,14110,44,51,6,9,42336
6,17190,24,53,2,1,1
4,4800,17,33,7,15,82408
6,21520,28,36,11,13,28990
3,16920,15,45,6,18,28539
6,19590,18,45,14,14,64633
6,7200,20,27,8,14,29980
17,25310,35,47,2,10,62134
3,8560,41,50,17,9,70570
1,17810,5,44,9,15,35277
1,10180,44,39,10,11,14678
4,14550,30,46,2,11,45627
10,22140,10,60,7,15,75524
6,6600,40,51,8,1,1
4,12760,37,62,2,1,1
11,16300,24,39,20,11,38194
1,32070,48,42,17,12,143782
1,16030,40,48,2,8,139338
4,10840,33,34,2,12,7807
1,5500,20,40,12,12,76549
7,16830,39,51,15,14,77832
1,5000,30,33,11,10,21125
4,29910,24,58,5,12,43681
1,10570,23,20,10,9,4210
4,15480,5,42,13,14,71780
10,2600,43,45,2,1,1
4,18150,21,42,16,10,124522
6,6270,36,63,2,12,49486
10,15700,35,48,11,13,93956
7,23980,54,55,16,13,72431
10,7200,32,57,9,12,104258
11,13170,41,50,10,15,14519
4,19540,46,48,16,11,106753
1,13720,5,40,12,8,46338
5,13990,41,46,12,12,78916
4,13760,49,43,9,11,49730
11,8370,35,50,13,11,52957
1,7810,48,55,2,14,60092
6,24280,19,26,2,12,21444
1,14870,29,50,6,1,1
1,18100,27,57,18,9,66619
1,26550,59,34,2,1,1
6,45360,25,42,8,12,27254
1,21760,25,26,2,7,48075
4,6800,41,49,2,7,99949
3,19670,38,39,14,14,97871
10,27570,35,63,10,17,141954
1,29620,5,31,2,12,93704
1,12500,19,43,16,15,104259
1,10010,28,65,23,18,52075
4,18230,18,37,9,12,47555
13,32720,41,50,6,11,60396
14,25200,5,56,14,13,98423
7,14700,25,40,6,13,73852
6,25950,35,50,12,14,74367
6,1500,22,51,20,13,217270
11,18390,31,55,9,7,48510
5,2450,38,46,2,14,9495
1,26550,40,61,12,11,62186
1,24670,5,31,2,16,20278
7,28200,39,47,9,13,190456
6,35270,31,37,16,14,64928
4,20410,33,67,14,14,45369
10,8240,47,40,15,6,27434
5,36790,43,39,10,11,100475
3,30380,44,39,11,13,55037
4,13430,55,28,11,12,54029
4,8570,36,47,2,12,223260
3,14310,53,51,14,10,103722
6,14880,34,42,6,12,111683
9,25570,23,44,2,14,40826
1,5400,46,39,2,1,54029
5,6800,73,57,2,10,26223
1,23340,43,52,11,14,143243
4,26030,70,50,6,15,38667
3,17020,47,55,19,9,86575
6,34280,29,52,10,13,64915
4,10740,48,44,9,12,48375
1,8820,52,46,2,15,54029
10,10400,55,32,14,13,77022
1,12660,11,51,20,13,42327
13,17270,24,46,18,10,24203
1,16360,32,54,2,16,64549
10,11450,47,33,14,15,36352
4,12970,36,42,11,13,73233
12,18170,37,40,12,14,54476
10,12380,30,53,10,9,42908
7,9200,20,37,2,13,40013
7,20220,29,53,2,11,82825
7,8410,12,39,6,9,30120
3,17430,65,43,11,9,69856
6,12480,23,35,16,10,74782
4,15580,74,44,7,1,1
3,8420,52,35,7,15,34236
1,23570,39,44,18,1,1
10,23840,42,36,24,12,132954
3,25240,54,46,15,10,177833
7,14280,33,48,2,15,28409
4,12710,37,46,13,12,56468
1,24350,30,51,16,14,42384
1,7970,50,48,21,1,1
1,11810,48,45,11,15,26157
1,21800,64,47,16,13,40876
9,1500,26,50,13,1,1
6,28710,47,32,9,13,86381
1,8460,40,43,8,5,82796
7,27820,19,49,18,12,214181
6,6500,6,50,13,11,216925
9,23940,45,35,10,15,154248
4,8830,28,47,11,11,28601
6,1500,38,37,7,1,1
6,16860,22,58,14,11,46947
6,7810,49,37,2,11,28285
14,5180,26,28,2,14,28384
10,11930,8,51,9,14,53324
4,11040,5,48,2,12,47355
1,14200,38,45,7,10,20189
1,8770,6,47,9,12,28809
11,6100,7,46,16,11,54029
1,20060,33,38,5,10,30823
6,12420,66,42,2,18,23760
1,8630,42,48,2,13,34670
6,25130,24,40,18,12,126292
1,6000,28,45,18,12,92793
6,7960,5,40,2,12,17021
11,20510,33,54,14,14,136053
4,35520,59,50,2,13,180075
1,14970,45,44,7,6,31474
1,14110,62,59,5,12,126094
1,14570,54,55,9,12,42517
3,1500,34,26,11,9,68525
6,5120,48,47,2,11,36230
1,18510,33,45,9,12,125059
1,12260,34,54,12,14,52896
6,16790,44,49,19,12,54029
8,28910,45,40,2,11,55396
3,17200,44,44,2,16,87446
6,5560,39,38,2,10,12217
10,21410,49,38,9,6,29625
4,9240,5,42,14,1,1
1,11440,34,47,14,3,52285
6,9960,52,51,6,16,54029
1,8040,5,60,5,15,41049
10,22050,21,47,10,7,124521
7,8660,24,49,16,15,21130
1,11100,43,33,2,14,28085
10,12720,34,35,5,10,77180
4,27430,34,47,2,8,21518
4,9480,27,43,9,15,36850
3,6100,41,46,2,1,1
13,5000,38,37,6,1,54029
13,14010,36,43,2,15,71142
1,5510,26,28,2,10,12118
6,19590,30,55,12,1,1
1,49230,48,51,7,10,271814
12,7450,5,54,9,12,54029
10,19660,32,32,14,10,53195
8,14610,44,40,8,12,45217
1,36330,30,45,2,14,90480
10,20170,55,54,19,6,132688
15,7490,35,39,14,13,59936
6,5600,50,41,2,10,18940
1,16870,33,52,6,8,64015
7,10900,27,43,10,11,50953
1,12220,40,46,11,13,54946
6,23570,34,43,13,12,86348
6,21930,32,40,15,14,97218
1,22770,31,40,12,7,80396
1,24120,37,45,6,12,22680
6,17300,48,53,2,15,19
4,21220,11,51,5,12,48581
4,24550,43,39,2,12,108312
5,22050,52,52,13,13,66889
6,7880,40,57,14,14,119976
1,13980,19,24,8,13,12528
13,9960,52,58,11,12,45978
1,17570,26,52,17,9,273508
1,20120,30,29,2,12,22699
4,23450,25,57,15,10,162520
11,14410,25,38,2,14,50016
4,7340,37,34,2,13,16840
3,4900,23,31,17,12,64366
7,14120,24,52,11,12,74176
10,9060,37,32,16,13,54029
6,5160,16,56,12,10,36636
13,16320,5,50,21,13,98173
4,16740,14,50,15,9,54029
1,9820,62,47,2,9,87237
6,11670,73,35,9,8,66663
1,33040,42,48,18,12,144907
4,13400,41,39,8,16,79962
4,11780,48,41,2,3,54029
1,30640,5,41,7,14,54029
4,25740,14,51,2,4,82592
3,3070,21,39,12,9,71951
4,15410,39,37,10,14,111153
1,14850,27,53,2,14,79083
10,11350,44,47,8,8,54029
10,26690,28,60,2,12,69212
6,26190,42,46,8,14,94199
14,13770,24,42,6,16,122745
9,13870,45,39,11,14,79416
1,15990,22,42,18,13,98516
1,12010,42,47,13,10,58082
14,8450,40,49,4,12,20530
10,6970,63,29,10,12,28460
11,11050,40,41,19,12,48023
1,29330,51,40,14,15,51584
4,18450,33,46,2,12,52544
1,32430,29,36,10,13,131091
6,17270,12,42,2,14,22744
5,5500,43,40,2,12,46225
4,12580,45,52,6,11,58781
13,6400,43,44,10,9,42409
5,22140,11,52,14,13,68472
3,14140,23,31,2,1,1
10,1500,79,57,2,15,8255
10,9200,39,39,2,8,23552
1,6600,31,51,6,12,94161
10,9370,40,29,2,1,1
1,10240,30,49,16,10,65885
1,13120,5,42,11,12,74224
7,14360,57,37,14,11,91614
1,7190,42,52,10,14,4858
1,36330,16,50,2,16,61139
4,21510,40,34,11,12,39753
1,1500,19,53,14,11,53262
14,13180,27,37,2,6,79847
6,9400,38,39,2,1,1
3,14730,57,50,8,13,43611
3,17840,34,46,2,7,77947
14,42580,61,56,24,11,229725
6,12510,15,49,17,13,26218
1,8440,35,40,8,9,30927
4,24870,10,40,14,13,159890
5,22230,47,35,6,10,55579
4,24580,47,38,2,11,10522
4,6330,24,36,2,16,10706
4,16400,23,37,2,11,55077
1,11640,5,31,12,12,101322
6,16450,53,46,11,14,83791
1,17280,61,46,5,6,17992
1,25670,16,48,9,13,58439
6,19000,31,57,8,15,82199
1,5800,30,43,11,1,1
4,4090,27,58,2,17,46188
1,7520,11,59,2,12,1250
3,13210,18,46,9,13,47656
6,5710,28,47,14,1,1
6,7640,9,39,20,12,102904
1,14050,34,59,11,18,55166
10,14830,36,42,14,11,61366
1,20220,21,53,14,12,83354
6,5330,20,39,7,14,109388
1,12140,51,46,11,10,60353
1,5900,31,45,11,11,79628
1,8810,23,33,11,13,40072
7,13680,35,29,2,11,17985
1,19620,23,56,11,12,45763
6,1500,5,40,8,15,50402
1,12320,35,35,7,8,17976
3,17870,42,34,17,9,129683
9,6940,20,39,2,12,15431
6,1500,35,41,18,14,111015
1,15910,39,59,16,10,84402
1,6450,46,48,8,14,54029
1,19080,31,49,13,14,126821
1,23450,5,54,9,13,61429
10,26170,32,36,7,13,47061
6,26880,9,43,11,5,67547
6,6200,26,47,2,1,1
1,1500,41,37,6,1,1
1,12470,44,50,8,12,33576
1,15070,70,52,13,1,1
1,24600,32,44,14,15,148066
3,18290,40,55,19,16,152568
1,10580,69,52,11,12,38807
4,9560,14,21,2,1,1
9,7400,10,59,10,13,74420
1,6790,22,34,8,1,1
4,10620,74,43,7,14,48249
6,1500,31,59,2,15,43379
10,14420,45,24,10,1,54029
8,21600,36,42,16,12,107563
1,10490,27,53,12,14,40384
10,19190,32,43,22,15,170382
4,15820,26,52,14,11,91210
1,9860,6,45,12,12,38564
9,22190,29,52,11,13,143074
10,33850,26,51,8,15,45175
6,33320,50,28,4,16,54029
11,13730,30,45,2,13,28454
6,16390,39,42,14,8,155571
11,8310,28,45,11,15,60770
7,15260,21,31,2,14,106615
6,21370,20,53,12,11,145738
13,5570,32,55,10,11,40684
7,23720,28,51,15,17,17399
4,25140,37,42,15,12,46437
1,24680,41,55,18,12,241409
10,23820,53,43,17,11,180153
3,15920,59,28,10,9,28473
3,15390,48,40,13,14,53242
7,8980,43,51,7,15,23767
10,31010,43,46,2,12,132293
1,4300,56,28,6,15,54029
1,25480,49,46,2,15,51248
4,14110,32,65,19,10,61060
4,27980,29,51,18,13,183317
1,9330,6,42,5,11,61420
1,27680,37,51,2,16,7602
10,15280,46,43,21,12,94759
4,20550,20,47,17,12,40431
6,11920,32,47,2,15,54029
17,17340,21,50,2,16,25105
3,7000,8,55,18,15,58960
7,34200,52,45,7,9,76911
1,7310,14,44,2,17,58070
1,7440,30,32,5,13,27389
1,21810,27,67,14,16,53715
1,16750,36,52,11,11,100502
7,26550,34,39,2,12,18363
6,21580,42,47,15,14,153803
10,18530,14,57,2,16,44109
6,31140,43,38,11,10,141366
14,5200,18,39,2,1,1
10,1500,59,42,2,14,31989
1,32880,27,54,11,14,106881
7,22060,22,44,12,16,88328
13,12930,53,41,2,9,6353
4,23130,21,56,2,11,55723
4,30690,57,46,20,14,147092
1,20310,10,52,10,10,65530
16,6100,15,46,8,12,26392
13,7560,27,33,8,13,23515
10,19590,67,49,10,8,109184
1,11890,31,49,2,9,54870
1,10420,66,30,3,13,89217
6,18670,51,48,2,13,46840
10,30180,79,38,10,12,67348
3,8960,46,60,11,12,1
10,17740,39,61,2,15,76876
11,12320,50,45,2,11,108152
1,15470,48,51,2,19,30532
3,22640,11,33,2,9,52706
4,22690,29,47,12,14,59700
6,19030,56,47,19,6,48059
9,19200,24,38,17,8,138954
4,11180,33,52,2,15,33256
9,14980,5,45,11,8,65751
10,28900,26,52,18,15,58455
1,34610,67,47,9,11,116768
1,9490,47,32,2,11,47951
10,23920,41,53,12,7,117645
1,20650,36,51,16,18,118302
3,22150,13,54,11,14,92514
1,22780,38,35,2,12,55638
6,22920,19,57,2,13,157192
6,26680,30,48,14,17,203752
3,21600,58,51,6,13,67453
1,14110,21,59,7,18,54029
4,6080,48,44,9,12,1770
1,14220,31,47,10,15,80199
6,9230,30,35,12,12,77340
4,16460,33,47,2,12,48518
3,20280,33,33,2,13,40991
6,28190,18,41,2,14,38130
10,20750,45,52,6,11,54029
7,12220,7,38,8,15,54065
13,17830,65,42,9,14,15841
10,10630,42,48,12,11,43284
10,28300,61,34,10,8,45086
10,17140,17,42,2,11,20883
9,14680,45,58,19,11,125792
10,24770,5,50,24,7,71512
14,11700,21,30,17,12,71997
4,8370,41,32,14,10,54029
16,7460,52,45,2,14,14605
10,5900,31,44,12,1,1
10,22510,45,41,11,8,60773
1,5980,24,57,9,12,54487
11,31180,29,54,13,9,217585
10,9480,24,37,12,16,42759
1,18280,56,57,8,6,67998
1,28770,40,44,19,14,216413
1,1500,16,45,9,13,47344
10,23490,30,50,10,16,121747
1,28870,27,45,4,7,39316
9,7500,24,60,13,1,1
1,21610,13,46,16,12,104018
1,10940,30,48,13,1,1
1,14440,16,52,16,15,126866
14,8450,23,40,2,11,29500
13,15780,35,52,8,12,51670
1,17480,31,52,2,16,85289
3,7100,46,44,4,16,55990
10,16990,35,36,2,14,54029
6,8610,15,44,4,12,27053
4,9480,7,43,2,12,40792
6,7890,16,45,2,18,85429
1,20900,54,49,12,12,20117
1,20990,42,50,16,14,144933
1,11660,47,32,10,16,69558
6,8260,25,42,9,13,67645
1,18060,48,31,8,13,18904
11,22810,54,39,12,9,89713
7,17970,51,53,15,14,23848
10,11810,39,38,15,13,6612
3,32090,48,32,2,14,62508
6,15340,55,51,6,13,30759
11,6500,17,50,2,11,22366
9,20120,66,33,8,11,93259
4,14150,29,54,2,17,33473
4,20720,10,47,2,11,42992
7,11370,43,49,14,13,100261
1,5700,35,42,11,10,65599
4,30480,12,41,7,14,153271
6,17300,34,55,10,10,60437
4,20430,16,45,16,13,43999
1,16300,33,36,13,10,111962
10,10480,12,40,15,15,64521
10,27240,34,52,2,15,63937
4,13410,46,30,2,15,36721
6,5100,17,36,2,1,1
1,8620,25,44,2,12,27223
6,12340,47,45,16,10,63433
6,12640,34,43,2,12,74277
9,20310,5,26,10,13,27667
6,11050,24,50,7,15,31890
4,11480,40,56,2,14,33194
4,11770,32,37,10,11,65716
7,1700,8,53,2,1,1
1,14440,27,38,9,11,91425
1,14200,40,44,2,13,55242
5,19260,26,51,2,16,37175
3,13800,38,49,20,13,120695
4,25420,33,41,17,15,66406
6,7000,51,55,9,15,91611
1,5450,61,49,2,9,39491
11,7100,33,56,9,1,1
1,22990,24,48,8,14,166908
4,22120,15,39,12,12,54029
6,24060,49,50,12,4,87333
1,30180,29,36,13,11,89510
10,19820,37,41,13,16,32438
1,17010,34,38,17,15,137076
4,6040,21,38,2,14,7444
1,9800,47,47,2,12,82993
6,26290,52,50,13,12,68518
7,35550,56,50,18,12,157532
4,28370,42,35,2,10,26049
7,14050,35,35,2,7,17973
1,23640,57,57,8,13,106923
10,11590,55,50,2,8,50900
1,24450,32,43,2,11,61207
7,16550,50,39,13,14,54029
6,10900,76,42,8,13,42590
7,14920,5,43,18,12,91166
1,7530,33,36,4,1,1
10,4580,24,53,10,13,46980
1,6240,66,38,7,9,47367
10,9590,49,53,6,6,54029
6,9510,14,40,7,12,24190
4,1500,56,53,2,1,1
1,18150,43,45,18,11,102766
6,7600,40,32,2,15,37321
6,13690,35,39,2,18,14055
6,9040,34,45,12,10,61711
6,4800,46,34,9,14,37807
1,5100,48,36,12,12,101576
10,7950,60,28,7,8,21971
1,17910,18,55,2,12,31876
1,21680,46,50,15,11,150620
7,5750,15,36,4,11,6529
1,17350,20,54,17,13,64424
10,8140,32,47,2,1,1
1,18310,30,39,26,13,129133
1,27530,23,47,15,11,119455
22,17090,26,62,18,14,29454
4,12830,38,51,8,13,62350
6,17110,45,45,13,12,62809
6,18950,44,62,10,16,35297
1,9490,33,50,6,1,1
17,10020,23,45,7,12,27267
6,9070,26,27,2,11,25565
1,22180,57,40,8,12,54418
6,30390,52,42,14,15,125244
1,24780,46,64,18,13,120540
6,8540,14,52,2,14,18427
10,13450,10,32,2,14,21205
4,9200,60,46,10,13,28997
10,23730,45,58,17,13,181621
6,8290,25,36,2,20,34659
1,21030,36,38,8,12,54029
3,1500,11,46,13,13,132652
3,23170,39,43,2,16,74519
1,6570,19,33,6,16,17687
18,12880,41,44,2,11,39078
4,8290,61,38,7,10,10632
1,6000,51,45,2,16,28726
7,22700,46,48,9,12,29703
1,7200,38,57,9,1,1
6,4600,17,31,6,13,33783
6,9780,26,38,9,11,44810
7,21040,33,43,8,14,97543
3,2930,49,23,2,13,14308
1,5400,38,53,7,14,24993
6,10060,26,52,10,8,33561
10,5400,56,39,10,1,1
6,11360,27,33,2,1,1
8,18600,12,32,9,10,42019
1,8620,22,45,9,1,1
6,5000,34,35,2,12,47644
1,24300,14,41,8,12,96814
1,29330,25,53,17,6,154100
7,23460,38,45,2,1,1
7,6200,52,47,21,1,1
6,43280,41,41,19,15,290847
11,5900,9,44,11,15,118258
6,12250,33,44,9,13,40712
10,7750,45,31,2,13,31477
7,14130,44,54,2,14,72290
6,17570,36,34,2,16,14770
1,21400,21,46,18,8,152993
1,13360,34,34,2,14,54489
10,8670,23,53,2,15,49637
1,10220,17,36,7,12,43681
1,8940,43,40,8,16,74403
1,10900,17,51,11,15,24790
4,24490,43,35,8,11,38371
6,6980,33,50,5,13,4767
1,18770,47,22,9,14,11048
1,14260,41,61,20,12,127650
6,21110,33,57,2,16,20636
4,12030,12,34,2,11,14943
6,20890,6,37,2,15,25514
6,14860,14,44,18,14,89628
13,17780,42,39,15,16,117245
4,13710,58,40,2,11,54029
11,20580,54,60,14,18,35093
4,16880,22,44,7,12,54029
10,15340,19,36,12,14,69224
1,23550,11,48,5,14,24714
10,5200,6,37,11,12,73942
1,26430,56,47,13,15,54029
7,8770,38,38,15,11,34735
6,32260,41,39,2,15,51525
9,17040,56,48,17,15,37855
4,10910,17,41,2,18,23098
4,10070,41,39,15,1,1
6,17030,10,53,20,12,76877
1,11990,5,35,2,12,69944
8,24240,66,35,20,12,88299
7,23720,62,47,23,12,2917
4,5500,35,40,9,14,42508
6,22810,38,39,12,13,39644
1,16540,52,39,2,12,43972
17,35140,28,63,9,15,106373
4,20120,44,45,17,14,66509
6,11690,26,31,7,12,33484
4,1500,23,51,7,13,37612
1,11650,25,53,2,8,98679
1,17400,29,52,15,11,55892
6,14400,26,46,12,11,82997
1,25320,36,61,17,11,106109
10,15440,12,57,10,12,161209
4,28290,24,45,13,13,67219
15,15360,55,25,2,15,18160
6,4320,22,47,6,12,28164
4,7100,35,38,10,17,57372
8,7000,40,55,2,14,56228
3,8660,55,50,6,14,21643
7,5600,34,41,19,11,119355
13,11030,32,47,2,11,28130
4,11830,25,47,2,12,56257
1,8570,65,40,10,9,20754
4,15610,12,48,15,1,1
1,13730,32,37,10,13,85293
4,11440,27,47,8,11,45024
10,6790,27,44,2,15,8929
4,11040,20,68,14,15,50097
1,14160,19,56,16,15,54029
13,19450,23,45,2,15,54029
10,16840,44,50,12,14,54874
1,16160,44,49,9,12,97624
11,21200,39,28,4,17,32510
6,12770,11,32,8,13,23505
3,29620,34,37,2,15,24737
13,14670,13,52,12,14,49011
16,25580,55,39,19,9,52590
13,11380,28,56,15,12,98831
7,21220,12,51,10,12,139746
4,13740,33,43,7,12,79389
1,7590,44,54,8,11,122774
4,5720,54,34,12,15,54029
4,1530,20,51,9,14,68246
4,33290,31,48,21,12,144923
6,7550,35,39,2,12,139
1,25060,22,59,10,16,43119
1,12190,51,41,9,14,65886
1,9690,37,57,2,9,38254
3,19130,35,37,13,11,107938
4,30450,17,52,6,10,22659
10,12490,23,50,2,14,40855
10,16550,51,48,12,12,98570
1,27910,40,41,2,17,9837
1,13330,19,52,8,12,51447
3,12850,56,47,13,15,66525
4,9740,17,55,12,18,74028
4,19450,10,50,22,13,46270
13,14440,28,61,21,15,62064
6,6800,8,53,2,12,30320
1,6400,69,49,2,1,1
6,18290,51,55,12,10,70629
11,25780,51,51,18,9,57907
6,1500,49,51,8,12,38669
13,26050,29,39,10,11,58545
4,5770,48,40,7,16,2661
7,15800,55,37,11,16,54417
1,5800,38,44,2,14,69237
11,12800,25,39,9,16,12855
1,11030,37,41,2,9,36808
15,7470,31,40,14,1,1
4,24610,27,33,10,12,95585
4,12860,28,35,7,13,78583
7,9430,10,55,2,6,30029
1,1500,32,56,11,1,54029
1,15030,88,35,13,8,64380
1,6000,40,45,12,1,1
1,4600,51,33,7,15,82408
9,14040,31,48,9,13,54029
10,13320,34,54,18,8,64156
1,10540,9,46,7,8,44359
1,24600,49,42,8,1,1
4,7910,34,48,9,13,64134
3,11840,25,45,12,17,101471
10,9150,36,32,2,1,1
1,25630,32,49,14,11,104463
1,21330,25,56,13,15,142334
5,12360,34,46,12,14,54029
4,10890,47,37,12,14,78342
9,6200,46,47,7,9,94055
11,13810,53,64,16,15,65399
6,7840,40,33,2,7,28183
17,20230,36,42,5,8,58461
4,16800,44,44,2,11,67731
1,6000,36,41,22,4,85546
10,26210,5,39,9,12,19786
4,13830,80,38,10,12,731
1,11780,30,25,8,15,59897
3,8930,35,53,2,10,21268
1,5200,40,37,9,1,1
1,30200,22,56,18,14,231005
13,11470,76,37,18,12,45148
4,19480,30,51,9,1,1
7,6500,36,50,12,10,154603
13,6400,31,55,9,7,48510
17,7380,47,48,11,1,1
4,34270,37,51,16,14,85346
6,1500,40,50,12,6,28300
4,12630,13,53,16,13,58320
6,13410,38,52,16,12,67097
3,12530,41,43,6,10,87598
4,12820,39,57,2,6,40865
1,16070,14,45,2,17,65802
1,28530,13,48,15,13,212961
6,23100,39,35,10,12,66453
1,28140,50,49,2,15,54640
1,20530,21,47,16,13,62539
4,17700,37,60,6,12,35121
6,6100,24,46,2,8,37193
1,15220,45,40,21,11,61759
1,1500,64,42,7,1,1
9,26970,5,41,10,9,104437
6,6000,18,45,2,14,33465
1,8920,40,44,9,16,30243
4,22520,8,39,7,13,33998
3,12100,51,48,2,13,54029
1,13140,51,58,2,1,1
6,19940,22,51,19,8,133426
6,12760,7,39,7,15,30601
13,8810,35,64,2,16,56745
1,24150,5,44,15,8,109255
1,8630,12,40,2,13,31312
1,8370,59,39,9,10,30395
1,10840,7,52,9,12,41368
1,26840,28,58,8,13,195416
7,28590,35,44,2,16,107279
11,18060,38,48,13,11,112685
1,8150,50,47,2,15,19528
9,15420,29,47,2,11,53565
10,18240,40,43,10,9,60861
10,5300,40,38,2,10,19123
1,24500,71,69,20,19,16123
7,14900,16,27,9,12,1
1,8820,16,49,10,1,1
11,7510,36,38,14,13,69619
1,7410,83,49,9,8,28124
6,11630,25,52,7,11,33934
17,10670,26,50,2,13,41657
3,19760,43,55,8,14,35595
6,12170,55,54,2,13,52723
10,27560,31,56,14,13,184069
17,13790,31,47,20,11,42475
10,29260,33,53,2,13,51436
10,6780,33,33,8,10,26178
13,18790,30,42,8,12,44956
9,8510,17,49,11,9,70136
6,8550,26,31,2,12,17399
6,20040,5,55,2,8,72086
7,34380,40,47,15,15,85184
7,8380,28,61,2,15,36612
7,11010,34,48,16,9,113911
4,11440,33,30,9,11,69358
1,7600,45,61,20,13,179537
6,22280,49,38,16,12,54029
7,15960,12,47,2,8,97612
3,10150,34,32,8,14,54465
6,3750,29,43,2,18,32506
3,16170,26,43,2,6,264
10,15500,49,50,16,17,90016
4,5500,70,40,12,1,54029
10,6800,14,53,14,13,58109
1,26860,26,51,17,13,81285
1,11240,24,53,6,14,44406
4,13870,45,61,13,15,62707
4,1500,35,36,13,1,1
1,3830,33,28,13,1,1
6,20380,44,41,12,16,97286
4,6000,29,45,11,13,67634
10,17750,11,52,19,12,137358
1,44590,29,51,10,13,54029
9,20120,29,38,8,7,83054
4,16260,64,35,5,10,55425
4,20380,19,44,2,13,47544
3,15210,28,52,7,12,35682
10,20570,20,54,13,17,49269
7,5590,15,37,21,13,58562
10,13570,44,61,15,15,59691
7,34170,16,54,22,16,103599
10,17890,37,51,2,8,63266
4,10450,5,39,6,10,54961
17,10150,26,49,21,12,54029
6,17310,33,49,6,12,60080
13,22700,49,46,11,11,140920
6,24930,54,53,8,14,114846
7,26580,34,51,2,1,1
1,12340,34,54,11,12,35639
3,12140,40,54,8,7,52410
10,14440,48,48,12,9,81390
6,13380,47,48,2,13,118754
10,23260,13,52,16,15,94023
1,15280,33,64,4,13,12292
1,6100,5,46,13,11,189107
1,8160,43,36,6,12,908
1,35810,9,66,18,12,182271
13,40860,42,40,10,11,78189
6,24120,5,46,8,12,56461
1,20960,5,53,2,11,37173
4,18560,35,44,15,12,86625
18,17780,5,59,18,10,98538
6,25380,27,33,6,13,22963
1,16250,29,29,9,12,86160
4,22750,5,55,4,7,65630
1,14300,46,31,12,15,137664
1,13420,5,46,13,1,1
9,15070,25,44,10,1,1
6,20780,27,47,7,11,29631
7,28930,30,42,15,14,118053
1,17690,8,48,16,12,113911
6,7860,66,31,16,1,1
4,11580,34,36,13,12,61321
10,21450,5,49,2,11,57715
6,8760,64,47,11,12,25621
1,11520,27,38,10,15,40249
4,8700,5,33,2,1,1
4,10060,27,25,6,12,3356
1,6000,39,45,16,16,35442
1,12840,38,60,16,13,32604
13,17030,10,48,2,11,49603
13,39580,26,55,21,11,20047
1,34540,59,46,14,7,182651
17,9900,5,40,7,12,44030
4,12900,24,52,24,11,61989
1,10470,36,54,2,13,52089
1,6100,28,46,13,14,43221
1,11800,21,56,12,15,69099
11,10260,45,44,13,12,89783
6,17420,34,36,12,14,76846
1,16140,18,56,13,12,1337
25,13380,28,50,16,13,78101
1,25120,15,40,2,16,40016
